ID,POS,Name,ORG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ2,Left,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,PROY,OPT,OY,ON40,IC,WAIV,DEM,R5,HT CM
893,RF,Marshall Donelli,Denver Swordfish,MLB,1998-12-01,27,"6' 1""",200 lbs,R,R,Known,Known,52,52,L,L,L,L,L,L,Normal,Iron Man,-,-,-,60,55,50,55,55,60,55,50,55,55,60,55,50,55,55,60,55,50,55,55,50,50,Line Drive,Spray,Normal,20,20,20,30,30,50,20,50,70,40,-,20,35,20,20,20,55,30,45,45,20,35,20,20,20,55,30,45,70,65,65,70,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
173,LF,Dustin Dousharm,Milwaukee Sand Gnats,MLB,1998-02-21,27,"6' 0""",200 lbs,R,R,Fair,V.Pop,61,61,N,H,L,N,N,N,Normal,Fragile,-,-,-,70,50,50,55,55,70,50,50,55,55,70,50,50,55,55,70,50,50,55,55,50,50,Line Drive,Spray,Normal,20,20,25,35,40,50,30,65,70,65,-,20,45,20,30,20,75,55,70,60,20,45,20,30,20,75,55,70,50,60,60,50,1300000,1,1300000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
825,RF,Chris Dromgoole,Boston Slammers,MLB,1998-09-07,27,"5' 10""",200 lbs,R,R,Ex.Pop.,Ex.Pop.,69,69,N,H,L,N,N,N,Normal,Normal,-,-,-,75,60,65,50,55,75,60,65,50,55,75,60,65,50,55,75,60,65,50,55,50,50,Line Drive,Normal,Normal,20,20,20,35,30,40,20,50,55,70,-,20,35,20,20,20,55,30,55,50,20,35,20,20,20,55,30,55,70,75,75,75,530000,1,530000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1082,2B,Morgan Dunlap,Indianapolis Quakers,MLB,1998-06-08,27,"6' 1""",200 lbs,R,R,Unkn.,Unkn.,46,46,N,N,L,N,L,N,Normal,Iron Man,-,-,-,40,55,55,65,50,40,55,55,65,50,40,55,55,65,50,40,55,55,65,50,50,50,Flyball,Normal,Normal,20,20,20,60,65,65,60,40,45,60,-,20,70,65,65,55,45,20,40,80,20,70,65,65,55,45,20,40,50,50,50,50,2000000,1,2000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
66,1B,Brian Dyer,Columbus Bears,MLB,1998-11-18,27,"6' 4""",200 lbs,R,R,Known,Known,45,45,N,N,N,N,N,N,Normal,Normal,-,-,-,60,55,30,55,55,60,55,30,55,55,60,55,30,55,55,60,55,30,55,55,50,50,Line Drive,Normal,Normal,20,20,20,70,65,55,50,30,30,30,-,20,80,70,60,60,20,20,20,80,20,80,70,60,60,20,20,20,25,30,30,50,530000,1,530000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1422,LF,Dustin Edmondson,San Diego Millers,MLB,1998-01-31,27,"6' 2""",200 lbs,R,R,Insig.,Fair,40,40,N,N,H,L,H,N,Normal,Iron Man,-,-,-,55,60,20,60,50,55,60,20,60,50,55,60,20,60,50,55,60,20,60,50,50,50,Line Drive,Pull,Spray,25,25,20,40,40,50,35,60,35,50,-,20,55,30,30,20,65,45,55,70,20,55,30,30,20,65,45,55,50,35,35,20,2200000,2,6200000,2,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1511,SS,Edwin Elizondo,Portland Apple Sox,MLB,1998-05-08,27,"6' 1""",200 lbs,R,R,Unkn.,Unkn.,46,46,N,N,H,N,H,H,Normal,Normal,-,-,-,50,50,50,65,30,50,50,50,65,30,50,50,50,65,30,50,50,50,65,30,50,50,Normal,Spray,Normal,25,25,25,70,80,70,65,55,45,45,-,20,75,80,80,75,60,40,50,80,20,75,80,80,75,60,40,50,55,65,65,60,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1044,CF,Leon Emmanuel,Portland Apple Sox,MLB,1998-07-21,27,"6' 0""",200 lbs,R,R,Known,Known,63,63,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,55,60,60,50,55,55,60,60,50,55,55,60,60,50,55,55,60,60,50,50,50,Line Drive,Normal,Normal,20,20,20,60,45,35,20,70,70,70,-,20,65,35,25,25,80,70,80,80,20,65,35,25,25,80,70,80,60,70,70,50,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
14,C,Kyle Engstrand,New York Legends,MLB,1998-02-01,27,"6' 0""",200 lbs,R,R,Insig.,Fair,50,50,L,N,N,N,N,N,Normal,Normal,-,-,-,50,45,50,70,60,50,45,50,70,60,50,45,50,70,60,50,45,50,70,60,50,50,Normal,Normal,Spray,50,60,55,55,35,40,25,35,20,35,-,50,55,30,25,20,20,20,20,70,50,55,30,25,20,20,20,20,50,30,30,50,8500000,2,18500000,2,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1246,2B,Leon Escobedo,Chicago Broncos,MLB,1998-02-09,27,"6' 1""",200 lbs,R,R,Unkn.,Unkn.,41,41,L,L,L,L,L,L,Normal,Durable,-,-,-,40,55,55,30,55,40,55,55,30,55,40,55,55,30,55,40,55,55,30,55,50,50,Flyball,Normal,Normal,25,25,20,60,65,65,55,35,60,40,-,20,70,60,60,55,35,20,30,80,20,70,60,60,55,35,20,30,70,70,70,70,13000000,1,13000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
908,CF,Juan Espino,Atlanta Musketeers,MLB,1998-04-14,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,44,44,L,L,L,L,L,L,Normal,Iron Man,-,-,-,45,65,45,45,50,45,65,45,45,50,45,65,45,45,50,45,65,45,45,50,50,50,Normal,Normal,Pull,20,20,20,55,45,40,45,70,75,60,-,20,55,50,35,35,80,70,75,80,20,55,50,35,35,80,70,75,70,75,75,70,2000000,1,2000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1628,C,Julio Espinoza,Columbus Bears,MLB,1998-11-13,27,"6' 4""",200 lbs,R,R,Unkn.,Unkn.,45,45,L,L,L,L,L,L,Normal,Normal,-,-,-,50,55,60,50,45,50,55,60,50,45,50,55,60,50,45,50,55,60,50,45,50,50,Normal,Normal,Normal,50,55,50,35,35,40,25,30,30,35,-,50,50,20,20,20,25,20,20,55,50,50,20,20,20,25,20,20,20,50,50,50,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1195,SS,Manny Esquivel,Detroit Arsenal,MLB,1998-10-06,27,"6' 3""",200 lbs,R,R,Unkn.,Insig.,39,39,H,H,N,N,N,N,Normal,Normal,-,-,-,50,50,50,50,30,50,50,50,50,30,50,50,50,50,30,50,50,50,50,30,50,50,Normal,Normal,Normal,20,20,20,60,65,70,70,55,65,55,-,20,75,70,70,60,65,40,55,80,20,75,70,70,60,65,40,55,70,75,75,75,2600000,1,2600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
923,LF,Jose Esteves,Jersey City Timberjacks,MLB,1998-09-26,27,"5' 10""",200 lbs,R,R,Insig.,Fair,49,49,N,N,N,N,N,N,Normal,Normal,-,-,-,50,50,45,80,55,50,50,45,80,55,50,50,45,80,55,50,50,45,80,55,50,50,Normal,Normal,Spray,20,20,20,65,50,50,55,60,50,35,-,20,60,60,50,50,60,45,50,80,20,60,60,50,50,60,45,50,75,75,75,75,2200000,2,11700000,2,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1375,RF,Travis Everson,Mesa Storm,MLB,1998-10-14,27,"6' 4""",200 lbs,R,R,V.Pop,Ex.Pop.,54,54,N,N,N,N,N,N,Normal,Normal,-,-,-,55,60,70,55,45,55,60,70,55,45,55,60,70,55,45,55,60,70,55,45,50,50,Normal,Pull,Normal,25,25,25,35,35,55,20,60,35,55,-,20,50,20,30,20,65,45,55,55,20,50,20,30,20,65,45,55,50,25,25,50,2600000,2,8600000,2,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1176,CF,Justin Faison,Memphis Barbarians,MLB,1998-07-15,27,"6' 0""",200 lbs,R,R,Insig.,Known,52,52,H,N,N,H,N,N,Normal,Normal,-,-,-,60,50,55,60,45,60,50,55,60,45,60,50,55,60,45,60,50,55,60,45,50,50,Line Drive,Normal,Spray,20,20,20,50,40,40,40,75,70,55,-,20,55,40,30,25,80,70,75,70,20,55,40,30,25,80,70,75,30,20,20,50,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
815,C,Oscar Farias,Boston Slammers,MLB,1998-04-18,27,"6' 4""",200 lbs,R,R,Insig.,Insig.,48,48,N,L,H,N,H,N,Normal,Durable,-,-,-,60,50,50,55,50,60,50,50,55,50,60,50,50,55,50,60,50,50,55,50,50,50,Line Drive,Ex. Pull,Spray,50,70,50,40,40,35,25,25,45,35,-,55,60,20,20,20,20,20,20,65,55,60,20,20,20,20,20,20,30,30,30,30,6000000,1,6000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1489,3B,Enrique Fernandez,Denver Swordfish,MLB,1998-05-24,27,"6' 0""",200 lbs,R,R,Pop.,Pop.,61,61,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,65,70,50,55,55,65,70,50,55,55,65,70,50,55,55,65,70,50,55,50,50,Normal,Pull,Spray,20,20,20,35,70,70,70,55,40,70,-,20,60,50,60,20,65,40,60,80,20,60,50,60,20,65,40,60,40,45,45,40,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
416,1B,Ruben Fernandez,Colorado Springs War Dogs,MLB,1998-08-21,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,28,28,N,N,L,N,L,N,Normal,Normal,-,-,-,30,55,55,50,25,30,55,55,50,25,30,55,55,50,25,30,55,55,50,25,50,50,Flyball,Spray,Normal,20,20,20,50,70,50,65,30,50,40,-,20,65,60,55,45,30,20,20,80,20,65,60,55,45,30,20,20,35,40,40,35,2840000,1,2840000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1090,1B,Josh Fincher,Los Angeles Daredevils,MLB,1998-02-21,27,"6' 2""",200 lbs,R,R,Unkn.,Unkn.,41,41,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,30,40,60,60,50,30,40,60,60,50,30,40,60,60,50,30,40,60,60,50,50,Normal,Normal,Pull,25,25,20,55,65,55,60,30,40,30,-,20,75,60,55,50,20,20,20,80,20,75,60,55,50,20,20,20,30,40,40,30,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
766,1B,Matt Finkelstein,Portland Apple Sox,MLB,1998-08-08,27,"6' 0""",200 lbs,R,R,V.Pop,Ex.Pop.,57,57,N,N,L,N,N,N,Normal,Iron Man,-,-,-,70,50,50,50,65,70,50,50,50,65,70,50,50,50,65,70,50,50,50,65,50,50,Line Drive,Normal,Spray,20,20,20,65,55,70,55,45,30,35,-,20,65,60,60,55,40,20,25,80,20,65,60,60,55,40,20,25,20,50,50,25,25000000,1,25000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
859,RF,Diego Flores,Indianapolis Quakers,MLB,1998-09-12,27,"5' 10""",200 lbs,R,R,Pop.,Pop.,61,61,L,L,L,L,L,L,Normal,Iron Man,-,-,-,70,55,65,50,55,70,55,65,50,55,70,55,65,50,55,70,55,65,50,55,50,50,Line Drive,Pull,Normal,20,20,20,40,35,40,20,60,45,65,-,20,45,20,20,20,65,45,60,60,20,45,20,20,20,65,45,60,50,55,55,50,8500000,1,8500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1205,3B,Jose Flores,Boston Slammers,MLB,1998-06-09,27,"6' 1""",200 lbs,R,R,Insig.,Insig.,50,50,L,L,L,L,L,L,Normal,Normal,-,-,-,55,45,50,55,55,55,45,50,55,55,55,45,50,55,55,55,45,50,55,55,50,50,Line Drive,Normal,Pull,20,20,20,35,65,75,65,45,70,60,-,20,55,45,60,20,50,20,45,80,20,55,45,60,20,50,20,45,50,45,45,35,4600000,1,4600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
715,C,George Flynn,San Francisco Ramblers,MLB,1998-04-24,27,"6' 1""",200 lbs,R,R,Unkn.,Fair,52,52,N,H,N,H,N,N,Normal,Normal,-,-,-,55,45,55,45,45,55,45,55,45,45,55,45,55,45,45,55,45,55,45,45,50,50,Normal,Normal,Normal,50,75,75,30,45,50,20,35,30,50,-,70,45,20,25,20,35,20,30,60,70,45,20,25,20,35,20,30,20,50,50,50,2800000,1,2800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1334,C,Brian Fogarty,Omaha Blue Falcons,MLB,1998-05-11,27,"6' 0""",200 lbs,R,R,Unkn.,Insig.,55,55,N,N,L,H,L,N,Normal,Durable,-,-,-,55,55,60,50,50,55,55,60,50,50,55,55,60,50,50,55,55,60,50,50,50,50,Normal,Pull,Pull,50,35,55,50,45,65,25,25,40,65,-,40,60,30,45,30,20,20,20,75,40,60,30,45,30,20,20,20,45,55,55,50,3440000,1,3440000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
129,2B,Shane Fouts,Atlanta Musketeers,MLB,1998-01-29,27,"6' 0""",200 lbs,R,R,Unkn.,Insig.,45,45,N,H,N,N,N,N,Normal,Normal,-,-,-,50,70,45,60,50,50,70,45,60,50,50,70,45,60,50,50,70,45,60,50,50,50,Line Drive,Normal,Normal,20,20,20,55,50,50,60,55,50,50,-,20,65,55,45,45,60,35,50,80,20,65,55,45,45,60,35,50,50,35,35,40,1780000,1,1780000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1408,SS,Josh Fox,Fort Worth Villains,MLB,1998-12-18,27,"6' 1""",200 lbs,R,R,Known,Known,60,60,N,N,H,N,H,N,Normal,Normal,-,-,-,55,50,50,70,55,55,50,50,70,55,55,50,50,70,55,55,50,50,70,55,50,50,Normal,Normal,Normal,20,20,20,70,65,80,65,45,50,65,-,20,75,75,75,70,50,20,50,80,20,75,75,75,70,50,20,50,50,35,35,35,8500000,1,8500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
788,CF,Brian Francis,Charlotte Copperheads,MLB,1998-09-26,27,"5' 11""",200 lbs,R,R,Unkn.,Unkn.,35,35,L,L,L,L,L,L,Normal,Normal,-,-,-,35,50,50,45,45,35,50,50,45,45,35,50,50,45,45,35,50,50,45,45,50,50,Flyball,Pull,Normal,25,25,20,40,40,45,35,70,65,70,-,20,50,25,25,20,80,70,80,65,20,50,25,25,20,80,70,80,50,45,45,50,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,180.34
3,1B,Jalen Friedman,Albuquerque Tempest,MLB,1998-02-22,27,"5' 9""",200 lbs,R,R,Unkn.,Unkn.,33,33,L,L,L,L,L,L,Normal,Normal,-,-,-,45,35,45,50,40,45,35,45,50,40,45,35,45,50,40,45,35,45,50,40,50,50,Normal,Pull,Normal,25,25,20,55,40,65,65,40,25,35,-,20,55,50,50,45,35,20,20,80,20,55,50,50,45,35,20,20,20,50,50,50,5500000,1,5500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,175.26
79,LF,Osvaldo Funicello,Columbus Bears,MLB,1998-01-04,27,"6' 1""",200 lbs,R,R,Insig.,Fair,43,43,N,N,L,N,L,N,Normal,Normal,-,-,-,45,65,50,55,45,45,65,50,55,45,45,65,50,55,45,45,65,50,55,45,50,50,Normal,Pull,Normal,20,20,25,50,40,50,45,65,65,60,-,20,60,40,35,30,75,60,70,75,20,60,40,35,30,75,60,70,55,50,50,60,3200000,2,9700000,2,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1291,2B,Mike Gainey,Memphis Barbarians,MLB,1998-04-18,27,"6' 2""",200 lbs,R,R,Unkn.,Unkn.,51,51,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,45,65,55,55,50,45,65,55,55,50,45,65,55,55,50,45,65,55,50,50,Line Drive,Normal,Normal,20,20,20,70,60,45,55,25,50,35,-,20,75,65,55,55,20,20,20,80,20,75,65,55,55,20,20,20,50,40,40,50,5000000,1,5000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
431,2B,Eric Galvan,Colorado Springs War Dogs,MLB,1998-04-14,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,47,47,N,H,L,L,H,N,Normal,Normal,-,-,-,45,50,50,40,55,45,50,50,40,55,45,50,50,40,55,45,50,50,40,55,50,50,Normal,Spray,Normal,20,20,20,75,45,45,70,60,65,40,-,20,65,75,55,60,65,45,55,80,20,65,75,55,60,65,45,55,35,30,30,40,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1547,C,David Gamsby,Albuquerque Tempest,MLB,1998-08-07,27,"6' 6""",200 lbs,R,R,Unkn.,Insig.,54,54,N,N,N,H,N,H,Normal,Durable,-,-,-,45,65,60,50,60,45,65,60,50,60,45,65,60,50,60,45,65,60,50,60,50,50,Flyball,Normal,Normal,65,50,50,35,40,50,45,25,30,50,-,55,55,30,30,20,20,20,20,65,55,55,30,30,20,20,20,20,50,45,45,35,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,198.12
1004,CF,Alex Garcia,Portland Apple Sox,MLB,1998-04-11,27,"6' 4""",200 lbs,R,R,Known,Known,66,66,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,55,55,60,55,55,55,55,60,55,55,55,55,60,55,55,55,55,60,55,50,50,Normal,Spray,Pull,25,25,25,60,45,45,50,70,70,75,-,20,75,50,40,40,80,70,80,80,20,75,50,40,40,80,70,80,70,75,75,70,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1396,SS,Carlos Garcia,San Antonio Wild Horses,MLB,1998-02-14,27,"6' 2""",200 lbs,R,R,Unkn.,Unkn.,46,46,N,N,L,N,N,N,Normal,Iron Man,-,-,-,45,55,50,50,50,45,55,50,50,50,45,55,50,50,50,45,55,50,50,50,50,50,Normal,Spray,Pull,20,20,20,60,70,75,70,70,70,55,-,20,80,75,75,65,80,65,70,80,20,80,75,75,65,80,65,70,60,60,60,70,1500000,1,1500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
16,1B,Eddie Garcia,New York Legends,MLB,1998-07-21,27,"6' 2""",200 lbs,R,R,Fair,Fair,46,46,N,N,N,N,N,N,Normal,Iron Man,-,-,-,55,55,55,60,40,55,55,55,60,40,55,55,55,60,40,55,55,55,60,40,50,50,Normal,Pull,Normal,20,20,25,50,55,50,70,40,45,25,-,20,70,55,50,45,30,20,20,80,20,70,55,50,45,30,20,20,25,50,50,30,4800000,1,4800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
888,CF,Arturo Garve,Omaha Blue Falcons,MLB,1998-10-19,27,"6' 1""",200 lbs,R,R,Known,Known,67,67,L,L,L,L,L,L,Normal,Normal,-,-,-,60,50,50,60,60,60,50,50,60,60,60,50,50,60,60,60,50,50,60,60,50,50,Line Drive,Normal,Normal,20,20,25,55,45,70,45,75,70,70,-,20,65,50,55,45,80,75,80,80,20,65,50,55,45,80,75,80,60,65,65,50,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
943,LF,Danny Gibbons,Oakland Air Riders,MLB,1998-09-05,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,46,46,L,L,L,L,L,L,Normal,Durable,-,-,-,55,60,60,25,45,55,60,60,25,45,55,60,60,25,45,55,60,60,25,45,50,50,Line Drive,Normal,Pull,25,25,20,35,40,40,25,70,35,45,-,20,45,20,20,20,75,65,65,60,20,45,20,20,20,75,65,65,60,65,65,60,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
871,SS,Aaron Gibson,Brooklyn Jaguars,MLB,1998-09-14,27,"6' 2""",200 lbs,R,R,Insig.,Fair,50,50,N,N,H,N,H,N,Normal,Normal,-,-,-,50,65,50,55,50,50,65,50,55,50,50,65,50,55,50,50,65,50,55,50,50,50,Line Drive,Pull,Normal,20,20,20,70,70,70,70,50,60,65,-,20,80,80,75,75,55,30,55,80,20,80,80,75,75,55,30,55,50,45,45,35,5500000,1,5500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1560,C,Jayden Gillam,Fort Worth Villains,MLB,1998-06-06,27,"6' 2""",200 lbs,R,R,Unkn.,Unkn.,45,45,L,L,N,N,L,N,Normal,Normal,-,-,-,45,55,50,55,55,45,55,50,55,55,45,55,50,55,55,45,55,50,55,55,50,50,Normal,Ex. Pull,Normal,50,55,60,25,40,30,25,35,35,30,-,55,40,20,20,20,30,20,20,50,55,40,20,20,20,30,20,20,50,60,60,55,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1259,3B,Sam Gilley,Fresno Biscuits,MLB,1998-04-29,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,48,48,L,L,L,L,L,L,Normal,Durable,-,-,-,50,50,40,60,80,50,50,40,60,80,50,50,40,60,80,50,50,40,60,80,50,50,Normal,Pull,Normal,20,20,20,40,55,60,60,40,55,60,-,20,60,45,45,30,45,20,40,75,20,60,45,45,30,45,20,40,50,30,30,35,2800000,1,2800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
967,2B,Ed Golda,Charlotte Copperheads,MLB,1998-05-11,27,"6' 1""",200 lbs,R,R,Insig.,Insig.,51,51,L,L,N,H,N,N,Normal,Normal,-,-,-,40,55,55,45,60,40,55,55,45,60,40,55,55,45,60,40,55,55,45,60,50,50,Flyball,Pull,Normal,20,20,20,75,55,55,75,30,60,35,-,20,75,75,60,60,30,20,20,80,20,75,75,60,60,30,20,20,60,65,65,60,6000000,1,6000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
824,LF,Chad Goldman,Boston Slammers,MLB,1998-08-13,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,49,49,N,N,N,L,H,N,Normal,Normal,-,-,-,65,75,45,55,55,65,75,45,55,55,65,75,45,55,55,65,75,45,55,55,50,50,Line Drive,Ex. Pull,Pull,20,20,25,25,25,45,20,50,55,60,-,20,30,20,20,20,55,30,50,35,20,30,20,20,20,55,30,50,30,50,50,35,11000000,3,36500000,3,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
169,SS,Ricardo Gomez,Milwaukee Sand Gnats,MLB,1998-10-12,27,"6' 1""",200 lbs,R,R,Insig.,Fair,50,50,N,N,H,H,N,N,Normal,Normal,-,-,-,60,50,35,65,55,60,50,35,65,55,60,50,35,65,55,60,50,35,65,55,50,50,Line Drive,Pull,Normal,20,20,20,70,65,75,70,60,50,55,-,20,75,80,75,70,65,45,55,80,20,75,80,75,70,65,45,55,35,40,40,35,1200000,1,1200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1599,C,Cesar Gonzales,Boston Slammers,MLB,1998-09-08,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,48,48,L,N,H,H,H,N,Normal,Iron Man,-,-,-,60,60,50,50,50,60,60,50,50,50,60,60,50,50,50,60,60,50,50,50,50,50,Line Drive,Normal,Normal,55,40,50,45,35,50,30,40,25,55,-,45,55,30,35,25,35,20,30,70,45,55,30,35,25,35,20,30,50,50,50,50,20000000,1,20000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1405,SS,Edwin Gonzales,Memphis Barbarians,MLB,1998-04-09,27,"5' 9""",200 lbs,R,R,Unkn.,Unkn.,47,47,L,N,L,N,L,N,Normal,Normal,-,-,-,50,60,45,55,45,50,60,45,55,45,50,60,45,55,45,50,60,45,55,45,50,50,Normal,Normal,Pull,20,20,20,75,60,75,75,60,55,55,-,20,60,80,75,75,65,45,60,80,20,60,80,75,75,65,45,60,25,25,25,50,2400000,1,2400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,175.26
1288,2B,Ivan Gonzales,Tucson Hurons,MLB,1998-03-15,27,"5' 9""",200 lbs,R,R,Unkn.,Unkn.,48,48,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,45,45,80,50,55,45,45,80,50,55,45,45,80,50,55,45,45,80,50,50,50,Normal,Normal,Spray,20,20,20,55,65,65,55,40,45,30,-,20,55,60,65,50,40,20,25,80,20,55,60,65,50,40,20,25,40,40,40,45,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,175.26
2,1B,Elias Gonzalez,Tucson Hurons,MLB,1998-02-27,27,"6' 6""",200 lbs,R,R,V.Pop,V.Pop,67,67,L,L,L,L,L,L,Normal,Iron Man,-,-,-,75,50,50,55,80,75,50,50,55,80,75,50,50,55,80,75,50,50,55,80,50,50,Line Drive,Normal,Spray,20,20,20,45,50,50,50,40,25,30,-,20,75,45,40,35,30,20,20,75,20,75,45,40,35,30,20,20,50,25,25,50,8500000,1,8500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,198.12
832,1B,Franklin Gonzalez,Boston Slammers,MLB,1998-04-25,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,20,20,N,N,L,N,L,H,Normal,Normal,-,-,-,20,40,40,50,50,20,40,40,50,50,20,40,40,50,50,20,40,40,50,50,50,50,Flyball,Normal,Spray,20,20,25,40,60,55,65,50,55,50,-,20,60,50,50,35,50,30,45,80,20,60,50,50,35,50,30,45,35,30,30,40,10400000,3,31200000,3,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
7,1B,Gerardo Gonzalez,Dallas Attack,MLB,1998-08-26,27,"6' 3""",200 lbs,R,R,V.Pop,V.Pop,64,64,L,L,L,L,L,L,Normal,Normal,-,-,-,55,55,65,50,70,55,55,65,50,70,55,55,65,50,70,55,55,65,50,70,50,50,Normal,Normal,Normal,20,20,20,60,70,45,55,35,35,30,-,20,75,60,55,50,30,20,20,80,20,75,60,55,50,30,20,20,30,30,30,35,2600000,1,2600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
474,RF,Gil Gonzalez,Denver Swordfish,MLB,1998-10-05,27,"6' 5""",200 lbs,R,R,V.Pop,V.Pop,53,53,N,N,N,N,N,N,Normal,Normal,-,-,-,55,70,50,55,55,55,70,50,55,55,55,70,50,55,55,55,70,50,55,55,50,50,Line Drive,Spray,Spray,20,20,20,25,25,40,20,60,60,65,-,20,30,20,20,20,70,50,65,30,20,30,20,20,20,70,50,65,55,65,65,55,3000000,2,7800000,2,-,0,10,1720,10,0,0,-,-,-,-,No,195.57999999999998
884,1B,Hugo Gonzalez,Brooklyn Jaguars,MLB,1998-10-14,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,49,49,N,N,L,N,L,H,Normal,Normal,-,-,-,55,25,60,45,55,55,25,60,45,55,55,25,60,45,55,55,25,60,45,55,50,50,Normal,Normal,Normal,20,20,20,50,65,55,50,25,35,25,-,20,70,50,55,45,20,20,20,80,20,70,50,55,45,20,20,20,50,50,50,30,4800000,3,13800000,3,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
