ID,POS,Name,ORG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ2,Left,STU,PBABIP,HRR,CON,STU vL,HRR vL,PBABIP vL,CON vL,STU vR,HRR vR,PBABIP vR,CON vR,STU P,HRR P,PBABIP P,CON P,FB,FBP,CH,CHP,CB,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,P,P Pot,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,PROY,OPT,OY,ON40,IC,WAIV,DEM,R5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
555,RP,Alejandro Francisco,Omaha Blue Falcons,MLB,1998-02-13,27,"6' 0""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,50,55,60,55,55,50,60,60,55,50,60,55,55,50,60,50,50,75,75,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
440,SP,James Fredrickson,San Antonio Wild Horses,MLB,1998-12-18,27,"6' 0""",200 lbs,R,R,Known,30,30,L,L,L,L,L,L,Normal,Normal,-,-,-,30,50,20,45,30,25,50,45,30,20,50,45,30,25,50,45,35,35,25,25,30,30,30,30,30,30,25,25,30,30,30,30,-,-,30,30,-,-,25,25,10,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,3800000,1,3800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
747,SP,Danny Fuentes,Seattle Isotopes,MLB,1998-06-09,27,"6' 7""",200 lbs,R,R,Pop.,73,73,L,L,L,L,L,L,Normal,Normal,-,-,-,55,45,55,65,55,55,45,65,55,55,45,65,55,55,45,65,50,50,70,70,65,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,40,55,55,16000000,1,16000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
556,RP,Jordan Funes,Atlanta Musketeers,MLB,1998-12-29,27,"6' 2""",200 lbs,R,R,Pop.,53,53,L,L,L,L,L,L,Normal,Normal,-,-,-,40,50,50,50,40,50,50,50,40,50,50,50,40,50,50,50,40,40,40,40,40,40,40,40,-,-,-,-,-,-,35,35,-,-,35,35,-,-,-,-,6,NEU,90-92,90-92,2025-03-04,Normal,50,35,55,55,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
694,SP,Alex Furillo,Memphis Barbarians,MLB,1998-02-19,27,"6' 1""",200 lbs,R,R,Known,55,55,L,L,L,L,L,L,Normal,Durable,-,-,-,40,50,60,50,40,60,50,50,45,60,50,50,40,60,50,50,45,45,50,50,45,45,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
446,SP,Phil Gale,Omaha Blue Falcons,MLB,1998-06-08,27,"6' 0""",200 lbs,R,R,Known,55,55,L,L,L,L,L,L,Normal,Normal,-,-,-,50,65,50,50,45,50,60,50,50,50,65,50,50,50,65,50,45,50,60,60,60,60,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,55,55,55,11000000,1,11000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
239,SP,Cris Gallegos,Indianapolis Quakers,MLB,1998-05-02,27,"6' 2""",200 lbs,R,R,Fair,41,41,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,65,55,20,50,55,60,20,50,55,65,25,50,55,65,20,45,50,65,65,60,65,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,55,55,55,18000000,1,18000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
455,SP,Mario Gallegos,Fort Worth Villains,MLB,1998-06-08,27,"6' 0""",200 lbs,R,R,Known,56,56,L,L,L,L,L,L,Normal,Iron Man,-,-,-,45,50,55,50,45,55,50,50,45,55,55,50,45,55,50,50,45,45,50,50,50,50,45,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,45,55,55,13500000,1,13500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
409,SP,Henry Galvez,Indianapolis Quakers,MLB,1998-02-13,27,"6' 3""",200 lbs,R,R,Known,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,65,50,60,55,60,60,50,55,65,60,55,55,65,65,50,55,50,50,80,80,75,80,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,65,55,55,20806000,1,20806000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
98,CL,Dave Gamez,Oklahoma City Lynx,MLB,1998-12-11,27,"5' 10""",200 lbs,R,R,Pop.,76,76,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,60,60,50,60,50,60,50,60,50,60,50,60,50,60,45,45,70,70,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,65,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
441,RP,Justin Ganey,Houston Aeros,MLB,1998-09-18,27,"6' 2""",200 lbs,R,R,Fair,55,55,L,L,L,L,L,L,Normal,Iron Man,-,-,-,45,50,50,45,45,50,45,45,45,50,50,45,45,50,50,45,45,45,50,50,50,50,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
790,RP,Ruben Garasi,Detroit Arsenal,MLB,1998-05-12,27,"5' 10""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Durable,-,-,-,55,50,55,60,55,55,50,60,55,55,55,60,55,55,50,60,50,50,75,75,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,7500000,1,7500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
594,RP,Alex Garcia,Atlanta Musketeers,MLB,1998-11-24,27,"6' 2""",200 lbs,R,R,Fair,69,69,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,80,45,50,80,50,45,50,80,50,45,50,80,50,45,45,50,75,75,60,65,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,30,55,55,13000000,1,13000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
201,RP,Angelo Garcia,Fort Worth Villains,MLB,1998-03-09,27,"6' 1""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,65,50,55,50,60,55,50,50,65,55,50,50,65,55,50,50,50,50,80,80,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,12000000,1,12000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1615,RP,Jose Garcia,Colorado Springs War Dogs,MLB,1998-01-04,27,"6' 2""",200 lbs,R,R,Known,65,65,L,L,L,L,L,L,Normal,Fragile,-,-,-,55,50,50,55,50,50,50,55,55,50,50,55,55,50,50,55,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,4600000,1,4600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
105,RP,Mario Garza,Fresno Biscuits,MLB,1998-03-30,27,"6' 0""",200 lbs,R,R,Known,67,67,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,50,50,55,50,50,50,55,50,50,50,55,50,50,50,50,50,65,65,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
396,RP,Scott Gaston,Oakland Air Riders,MLB,1998-06-04,27,"5' 11""",200 lbs,R,R,V.Pop,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,55,65,65,50,55,65,65,50,55,65,65,50,55,65,65,50,50,50,80,80,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,6500000,1,6500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1693,RP,Nick Gershenson,Jersey City Timberjacks,MLB,1998-01-31,27,"6' 4""",200 lbs,R,R,Known,48,51,L,L,L,L,L,L,Normal,Normal,-,-,-,20,50,55,50,20,55,50,50,20,55,50,50,20,55,50,50,-,-,30,30,25,25,25,25,35,35,25,25,-,-,30,30,-,-,25,25,-,-,30,30,8,NEU,90-92,90-92,2025-03-04,Normal,50,75,55,55,650000,1,650000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
606,RP,Jason Ghiz,Fresno Biscuits,MLB,1998-05-15,27,"6' 3""",200 lbs,R,R,V.Pop,46,48,L,L,L,L,L,L,Normal,Fragile,-,-,-,30,50,50,45,30,50,50,45,30,50,50,45,30,50,50,45,30,30,35,35,30,30,30,30,35,35,30,30,-,-,30,30,-,-,30,30,-,-,35,35,9,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
61,CL,Jared Gibbs,New York Legends,MLB,1998-08-24,27,"6' 2""",200 lbs,R,R,Known,50,50,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,40,45,50,40,50,45,50,40,50,45,50,40,50,45,50,50,55,55,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,30,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
162,RP,Todd Gibbs,Omaha Blue Falcons,MLB,1998-01-27,27,"6' 11""",200 lbs,R,R,V.Pop,77,77,L,L,L,L,L,L,Normal,Normal,-,-,-,55,60,55,55,50,55,60,55,55,55,65,55,55,55,60,55,50,50,70,70,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,7000000,1,7000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
106,RP,Matt Gierman,Oklahoma City Lynx,MLB,1998-04-15,27,"6' 4""",200 lbs,R,R,Pop.,63,63,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,50,50,55,50,50,45,55,50,50,50,55,50,50,50,55,45,45,60,60,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,40,55,55,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
336,SP,Josh Goldberg,Denver Swordfish,MLB,1998-02-07,27,"6' 1""",200 lbs,R,R,Fair,59,59,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,50,50,55,50,50,50,55,55,50,50,55,55,50,50,55,50,50,65,65,65,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,75,55,55,12462000,1,12462000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
352,SP,Esteban Gomez,Las Vegas Orioles,MLB,1998-01-06,27,"6' 4""",200 lbs,R,R,Fair,38,38,L,L,L,L,L,L,Normal,Iron Man,-,-,-,45,55,45,40,40,45,50,40,45,45,55,40,45,45,55,40,45,45,45,45,45,45,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,55,55,55,13500000,1,13500000,1,-,0,10,1720,10,0,0,-,-,-,$22.9m,No,,,,,,,,,
610,SP,Manny Gomez,Tucson Hurons,MLB,1998-09-16,27,"6' 2""",200 lbs,R,R,Fair,46,46,L,L,L,L,L,L,Normal,Fragile,-,-,-,50,55,45,50,50,45,50,50,50,45,55,50,50,45,55,50,50,50,60,60,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,14500000,1,14500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
503,SP,Juan Gonzalez,Atlanta Musketeers,MLB,1998-04-14,27,"6' 4""",200 lbs,R,R,V.Pop,51,51,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,40,65,55,40,50,65,55,40,50,65,55,45,50,65,50,50,60,60,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,65,55,55,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
394,SP,Juan Gonzalez,Tulsa Flying Squirrels,MLB,1998-12-03,27,"6' 0""",200 lbs,R,R,V.Pop,77,77,L,L,L,L,L,L,Normal,Normal,-,-,-,60,50,60,55,55,60,50,55,60,60,50,55,60,60,50,55,50,50,80,80,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,70,55,55,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
307,CL,Lancelot Goughnour,Albuquerque Tempest,MLB,1998-10-20,27,"6' 4""",200 lbs,R,R,Known,80,80,L,L,L,L,L,L,Normal,Iron Man,-,-,-,65,50,60,50,65,60,50,50,70,60,50,50,65,60,50,50,50,50,80,80,75,75,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
647,RP,Jeremy Gray,Memphis Barbarians,MLB,1998-08-15,27,"6' 0""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,55,60,55,55,55,55,60,55,60,55,60,55,55,55,60,55,50,50,75,75,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,6464000,1,6464000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
599,RP,Chris Green,Tulsa Flying Squirrels,MLB,1998-01-24,27,"6' 0""",200 lbs,R,R,Known,71,71,L,L,L,L,L,L,Normal,Normal,-,-,-,60,50,50,55,60,50,50,55,65,50,55,55,60,50,50,55,50,50,70,70,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,8000000,1,8000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
286,CL,Jay Grubb,San Diego Millers,MLB,1998-06-08,27,"6' 1""",200 lbs,R,R,Pop.,66,70,L,L,L,L,L,L,Normal,Normal,-,-,-,45,55,55,55,45,55,55,55,45,55,55,55,45,55,55,60,45,45,55,55,50,50,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
156,SP,Brett Grunberg,Tucson Hurons,MLB,1998-12-30,27,"6' 3""",200 lbs,R,R,Fair,67,67,L,L,L,L,L,L,Normal,Normal,-,-,-,45,50,55,60,45,55,50,60,50,55,55,60,45,55,50,60,45,45,65,65,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,30,55,55,14500000,1,14500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
53,RP,Rodolfo Guerra,Jersey City Timberjacks,MLB,1998-10-21,27,"5' 11""",200 lbs,R,R,Known,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,45,55,55,50,45,55,55,50,45,55,55,50,45,55,55,50,45,45,50,50,50,50,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
737,SP,Franklin Guevara,Houston Aeros,MLB,1998-12-27,27,"6' 0""",200 lbs,R,R,Known,77,77,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,65,60,60,50,65,65,60,55,60,65,60,55,60,65,60,50,50,75,75,65,70,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,55,55,55,14271000,1,14271000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
809,SP,Antonio Gutierrez,Denver Swordfish,MLB,1998-09-02,27,"6' 0""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,65,60,55,65,50,60,60,65,50,60,55,65,50,60,50,50,80,80,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,40,55,55,18000000,1,18000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
502,SP,Ricardo Gutierrez,Fort Worth Villains,MLB,1998-11-30,27,"6' 6""",200 lbs,R,R,V.Pop,71,71,L,L,L,L,L,L,Normal,Durable,-,-,-,65,50,55,50,60,55,50,50,65,55,50,50,65,55,50,50,50,50,80,80,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,20000000,1,20000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
385,RP,Angelo Guzman,Tucson Hurons,MLB,1998-11-09,27,"6' 2""",200 lbs,R,R,Pop.,57,57,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,45,45,45,65,65,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,4800000,1,4800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1709,RP,Ethan Guzman,San Diego Millers,MLB,1998-04-14,27,"6' 0""",200 lbs,R,R,Pop.,67,67,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,50,50,60,50,50,50,60,50,50,55,60,50,50,50,60,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,2800000,1,2800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
600,SP,Nick Harlan,Oklahoma City Lynx,MLB,1998-04-17,27,"6' 0""",200 lbs,R,R,V.Pop,64,64,L,L,L,L,L,L,Normal,Normal,-,-,-,60,55,50,55,60,50,55,55,65,50,55,55,60,50,55,55,50,50,70,70,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,19000000,1,19000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
656,SP,Justin Hart,Oakland Air Riders,MLB,1998-10-23,27,"6' 1""",200 lbs,R,R,V.Pop,36,36,L,L,L,L,L,L,Normal,Normal,-,-,-,40,50,30,50,40,30,50,50,40,30,50,50,40,30,50,50,40,40,35,35,40,40,40,40,-,-,-,-,-,-,35,35,-,-,35,35,-,-,-,-,6,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,11500000,1,11500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
393,RP,Josh Haviland,Denver Swordfish,MLB,1998-08-01,27,"6' 2""",200 lbs,R,R,Pop.,64,64,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,50,55,55,50,50,55,55,50,55,55,55,50,50,55,50,50,65,65,65,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,40,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
608,SP,Jason Hawk,Portland Apple Sox,MLB,1998-10-01,27,"6' 2""",200 lbs,R,R,V.Pop,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,50,55,50,65,45,50,50,65,50,50,55,65,50,50,55,65,45,45,60,60,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,10954500,1,10954500,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
410,SP,Brett Heavner,Atlanta Musketeers,MLB,1998-12-12,27,"6' 1""",200 lbs,R,R,Known,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,80,55,55,50,75,55,55,50,80,55,60,50,80,55,55,50,50,55,80,80,80,80,60,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,40,55,55,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
300,SP,Rob Hees,Las Vegas Orioles,MLB,1998-07-12,27,"6' 0""",200 lbs,R,R,Known,75,75,L,L,L,L,L,L,Normal,Normal,-,-,-,50,40,65,70,50,65,40,70,50,65,45,70,50,65,40,70,45,45,70,70,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,$26.5m,No,,,,,,,,,
1705,RP,John Hemingway,Albuquerque Tempest,MLB,1998-11-15,27,"6' 2""",200 lbs,R,R,Pop.,72,72,L,L,L,L,L,L,Normal,Normal,-,-,-,55,55,50,50,55,50,50,50,55,50,55,50,55,50,55,50,50,50,70,70,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,650000,1,650000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
155,RP,Paul Henderson,New York Legends,MLB,1998-08-12,27,"6' 6""",200 lbs,R,R,Known,67,67,L,L,L,L,L,L,Normal,Durable,-,-,-,50,50,55,50,50,55,50,50,55,55,50,50,50,55,50,50,50,50,70,70,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,40,55,55,4800000,1,4800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
643,SP,Jose Hernandez,Chicago Broncos,MLB,1998-05-23,27,"6' 2""",200 lbs,R,R,Fair,71,71,L,L,L,L,L,L,Normal,Durable,-,-,-,50,55,60,55,50,60,50,55,50,60,55,55,50,60,55,60,50,50,75,75,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,65,55,55,11500000,1,11500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
795,RP,Rodolfo Hernandez,Memphis Barbarians,MLB,1998-06-19,27,"5' 8""",200 lbs,R,R,Pop.,51,51,L,L,L,L,L,L,Normal,Normal,-,-,-,45,50,50,40,45,50,50,40,45,50,55,40,45,50,50,40,45,45,50,50,50,50,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,45,55,55,7000000,1,7000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
657,SP,Israel Herrera,Boston Slammers,MLB,1998-02-11,27,"6' 2""",200 lbs,R,R,Known,73,73,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,55,60,55,55,50,60,55,55,50,60,55,55,50,60,50,50,75,75,65,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,30,55,55,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
208,CL,Bill Hight,San Francisco Ramblers,MLB,1998-12-23,27,"5' 10""",200 lbs,R,R,V.Pop,67,69,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,50,50,55,50,50,50,55,50,50,50,55,55,50,50,50,50,70,70,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1707,RP,Josh Hill,San Antonio Wild Horses,MLB,1998-02-07,27,"6' 2""",200 lbs,R,R,Fair,78,78,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,60,50,55,60,50,50,55,60,50,50,55,60,50,50,50,50,75,75,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,590000,1,590000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
287,CL,Pat Holcombe,Tucson Hurons,MLB,1998-10-13,27,"6' 2""",200 lbs,R,R,Known,66,70,L,L,L,L,L,L,Normal,Normal,-,-,-,45,50,55,55,45,55,50,55,50,55,50,55,50,55,50,55,45,50,55,60,50,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,30,55,55,3015000,1,3015000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1671,SP,Travis Hollinger,Charlotte Copperheads,MLB,1998-10-15,27,"6' 2""",200 lbs,R,R,Pop.,71,71,L,L,L,L,L,L,Normal,Normal,-,-,-,45,65,65,55,45,65,60,55,45,65,65,55,45,65,65,60,45,45,60,60,50,50,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,65,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
755,RP,John Horacek,Mesa Storm,MLB,1998-06-15,27,"6' 2""",200 lbs,R,R,Fair,60,60,L,L,L,L,L,L,Normal,Normal,-,-,-,50,40,50,45,50,50,40,45,55,50,40,45,50,50,40,45,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,80,55,55,12500000,1,12500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
