ID,Name,ORG,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,IP Clean
61432,Ron Uhlman,Tampa Bay Rays,86,47,2,5,108.2,452,401,84,56,15,2,11,41,37,40,0,138,5,3,3,4,0,0,6,28,9,1812,86,94,6,1,108.66666666666667
57943,Jake Birmingham,Boston Red Sox,68,2,3,4,104.1,447,403,102,57,30,1,14,47,43,37,2,104,5,0,2,8,0,0,12,66,24,1786,91,103,4,0,104.33333333333331
64057,Jonathan Roberts,San Diego Padres,60,9,8,7,106.0,440,397,98,56,20,5,17,48,48,32,4,84,3,4,4,2,0,0,9,36,7,1625,88,132,9,2,106.0
61665,Edwin Alcantar,Atlanta Braves,41,13,4,7,98.0,439,392,114,71,25,5,13,64,61,39,0,87,0,4,4,2,1,0,5,24,5,1714,87,109,9,3,98.0
61243,Chris Healy,Toronto Blue Jays,34,0,4,6,94.1,439,383,125,79,31,3,12,74,71,49,1,83,1,2,4,2,0,0,11,20,3,1665,83,96,9,3,94.33333333333331
64430,Danny Lopez,Atlanta Braves,53,9,8,5,100.1,434,397,99,72,21,0,6,51,50,34,2,103,2,0,1,2,3,0,4,36,8,1630,91,101,11,0,100.33333333333331
51715,Jeff Haworth,-,40,13,9,7,103.2,430,397,94,50,26,6,12,52,49,27,4,73,2,1,3,2,0,0,6,15,6,1580,107,123,13,1,103.66666666666667
54772,Andy Lawson,St. Louis Cardinals,48,9,7,5,97.0,426,387,106,58,26,3,19,57,57,35,3,88,1,0,3,1,1,0,6,14,8,1571,80,112,10,2,97.0
56862,Dave Billodeau,Chicago White Sox,57,1,5,3,96.1,425,367,88,54,20,3,11,43,41,50,1,89,3,1,4,5,0,0,7,46,13,1650,86,103,2,2,96.33333333333331
64262,Chris Lofthouse,Philadelphia Phillies,20,16,8,5,100.0,425,379,100,60,22,0,18,50,50,38,1,113,4,1,3,2,0,0,7,2,0,1647,72,95,11,7,100.0
65706,Greg Pollard,Colorado Rockies,54,2,6,6,89.2,425,369,110,69,25,3,13,61,59,44,2,83,10,0,2,5,1,0,4,40,15,1605,81,96,4,1,89.66666666666667
63018,Nate Bertolozzi,Kansas City Royals,25,18,6,7,93.0,409,359,93,57,29,1,6,48,43,44,0,70,1,1,4,4,0,0,8,2,0,1589,92,103,9,1,93.0
58639,Danny Bryan,San Francisco Giants,51,5,5,7,90.0,408,357,101,67,21,4,9,48,48,41,2,91,6,1,3,0,1,0,6,36,11,1583,80,86,9,0,90.0
59246,Mike Eckstrom,Chicago White Sox,51,13,2,12,91.0,408,363,103,63,20,4,16,65,60,38,2,102,3,0,4,6,1,0,12,28,7,1599,81,75,6,2,91.0
62260,Andy Goodwin,Washington Nationals,45,3,5,3,97.0,405,356,78,48,15,2,13,48,46,45,2,105,2,0,2,5,0,0,8,40,10,1588,72,101,5,2,97.0
57810,Chris Aldridge,Chicago White Sox,58,0,6,1,98.1,399,363,77,51,13,1,12,39,34,33,2,97,0,1,2,1,0,0,11,48,3,1582,98,87,10,3,98.33333333333331
51445,Mike Carrillo,Houston Astros,49,12,9,6,95.2,398,355,85,54,14,0,17,47,44,32,3,98,8,1,2,2,0,0,11,23,5,1544,86,85,6,3,95.66666666666667
58646,Edgar Gonzalez,Minnesota Twins,64,0,3,6,85.2,398,349,106,70,13,1,22,64,63,40,1,85,5,0,4,8,1,0,7,41,15,1541,88,74,13,3,85.66666666666667
58921,Alex Alvarado,-,20,14,4,4,87.2,398,327,84,57,22,0,5,51,48,59,0,85,8,1,3,2,0,0,11,6,1,1565,91,71,3,4,87.66666666666667
63157,Chris Knepper,Nashville Stars,66,4,5,2,100.0,396,358,74,46,16,1,11,35,35,33,2,94,2,0,3,6,2,0,12,49,15,1493,77,112,3,3,100.0
59162,Bobby Ceres,Nashville Stars,67,7,3,7,88.1,394,345,87,48,20,0,19,45,42,43,3,86,4,1,1,1,2,0,6,31,10,1490,63,105,4,3,88.33333333333331
55709,Chris Stephenson,Cleveland Guardians,42,9,2,7,89.0,391,342,82,46,20,0,16,53,52,43,1,95,4,0,2,1,1,0,8,21,9,1511,80,79,12,4,89.0
55721,Cesar Mendez,Nashville Stars,81,0,4,5,84.0,390,330,87,54,16,5,12,56,52,52,0,77,5,0,3,1,2,0,5,61,23,1560,65,102,3,0,84.0
59243,Steve Rodgers,Arizona Diamondbacks,66,0,3,2,88.2,390,352,100,69,19,2,10,53,52,24,3,98,11,0,3,1,2,0,5,45,19,1526,66,89,10,3,88.66666666666667
60332,Jose Lopez,Minnesota Twins,47,10,2,9,88.2,389,347,94,68,15,4,7,45,45,33,0,73,7,0,2,8,0,0,3,10,2,1525,73,108,7,2,88.66666666666667
59387,David Bailey,Kansas City Royals,75,0,12,9,84.1,387,334,96,72,18,1,5,45,44,39,13,53,9,3,1,2,0,1,7,39,3,1441,91,97,8,2,84.33333333333331
54034,Jose Castorena,Los Angeles Angels,57,0,2,1,99.0,387,359,79,52,16,1,10,37,35,20,1,94,4,1,3,3,1,0,9,47,14,1493,81,105,1,7,99.0
64274,Jeff Eidson,Texas Rangers,20,14,4,7,84.0,384,334,90,55,15,2,18,61,61,46,0,71,3,0,1,1,2,0,6,3,1,1508,71,100,7,4,84.0
56390,Ramon Meza,Toronto Blue Jays,53,0,3,0,86.0,384,341,94,56,23,2,13,51,50,36,0,94,3,0,4,9,1,0,5,37,15,1491,66,87,4,2,86.0
62167,Greg Simpson,Boston Red Sox,52,4,7,2,84.2,384,333,88,58,13,1,16,67,54,46,0,88,2,0,3,1,0,0,7,42,17,1538,79,76,10,1,84.66666666666667
68485,Zach Greene,Cincinnati Reds,58,0,5,2,94.0,383,352,88,55,15,3,15,44,43,29,1,106,2,0,0,3,0,0,12,45,12,1516,78,79,9,3,94.0
55426,Justin Keels,Portland Loggers,17,17,4,4,92.1,383,349,81,52,12,3,14,42,41,22,0,80,7,3,2,1,0,0,5,0,0,1493,95,93,8,2,92.33333333333331
62466,Josh Pless,San Francisco Giants,51,0,0,4,86.0,383,341,96,57,22,2,15,60,59,33,4,76,6,0,3,3,0,0,6,50,22,1498,77,91,12,3,86.0
61793,Jun-ho Kim,Cleveland Guardians,51,8,4,2,87.0,382,324,68,39,16,3,10,46,41,53,2,103,4,1,0,9,1,0,10,23,5,1495,83,67,5,0,87.0
61377,Dan Goldman,Houston Astros,78,2,6,4,92.0,380,342,81,60,17,0,4,26,22,31,2,104,1,1,4,4,0,1,7,36,15,1525,80,80,6,1,92.0
60495,Art Anderson,Kansas City Royals,61,2,5,4,90.2,376,327,66,38,15,4,9,40,36,39,3,85,5,1,4,5,0,0,7,18,6,1475,84,93,8,3,90.66666666666667
49521,Pratt Maynard Jr.,Portland Loggers,54,0,6,4,87.2,374,312,62,42,13,0,7,46,45,56,0,93,5,0,1,5,1,0,6,40,10,1514,72,83,4,5,87.66666666666667
58127,Alex Aranda,Tampa Bay Rays,62,2,10,3,87.1,369,336,85,56,17,0,12,41,36,25,0,99,5,0,3,4,0,0,7,57,17,1439,71,80,6,1,87.33333333333331
60488,Chris Karins,Colorado Rockies,57,0,8,4,83.1,367,316,78,48,16,2,12,40,37,41,0,77,5,0,5,4,0,0,5,52,20,1397,82,81,3,2,83.33333333333331
60374,C.J. Rossi,Atlanta Braves,28,9,10,2,85.0,366,325,84,52,19,3,10,38,37,34,0,70,6,0,1,4,0,0,11,16,5,1404,70,100,9,1,85.0
57762,Jarod Glass,Chicago Cubs,73,0,7,7,85.2,365,332,86,54,25,2,5,34,31,30,1,71,2,1,0,1,0,0,5,41,8,1384,82,92,6,1,85.66666666666667
61623,Jon Greska,Los Angeles Dodgers,54,0,9,7,88.2,364,320,63,35,13,3,12,38,38,36,6,91,5,1,2,1,0,0,7,50,10,1399,81,85,3,1,88.66666666666667
61109,Josh Schappacher,Los Angeles Angels,63,29,4,4,93.2,364,344,74,40,16,0,18,42,42,16,0,98,1,0,3,1,0,0,7,20,2,1385,63,111,8,0,93.66666666666667
55820,Kevin Biese,Texas Rangers,52,0,4,3,88.2,363,321,70,52,5,0,13,34,33,39,0,101,0,0,3,2,0,0,7,45,11,1421,68,83,3,2,88.66666666666667
51764,Chad Borkowski,Atlanta Braves,68,7,1,6,84.2,361,316,73,42,19,3,9,39,35,37,1,78,4,0,4,4,1,0,6,50,15,1399,84,80,8,4,84.66666666666667
57570,Matt Freeman,Minnesota Twins,63,0,2,5,82.2,357,320,82,49,21,1,11,40,38,29,1,77,4,0,4,4,0,0,4,42,9,1381,61,100,9,1,82.66666666666667
56639,Steve Hall,Portland Loggers,53,0,4,1,81.1,357,304,76,51,17,1,7,44,43,47,3,73,3,0,3,2,1,0,10,35,7,1421,77,80,11,0,81.33333333333331
43140,Chris Williams,Tampa Bay Rays,59,7,3,7,86.2,356,323,84,59,13,1,11,34,30,22,2,57,4,0,7,6,1,0,14,34,14,1272,82,104,3,0,86.66666666666667
47995,Steve Walzel,Atlanta Braves,54,1,1,3,84.2,355,325,89,48,29,4,8,41,41,25,0,74,5,0,0,2,0,0,12,19,8,1284,83,79,3,3,84.66666666666667
62515,Danny Hollister,San Diego Padres,15,15,5,4,85.1,354,319,76,47,11,3,15,42,39,31,0,67,2,0,2,1,0,0,8,0,0,1402,77,99,10,4,85.33333333333331
67053,Jeremy Berry,Portland Loggers,14,14,4,3,82.1,352,315,81,58,12,0,11,40,40,34,0,71,2,0,1,0,0,0,9,0,0,1362,87,75,7,3,82.33333333333331
56600,Mike Mackin,Chicago Cubs,62,0,4,1,81.2,350,308,69,39,14,5,11,47,46,40,0,79,0,0,2,2,1,0,7,44,10,1361,75,84,6,0,81.66666666666667
60114,Chad Sheehan,Cleveland Guardians,16,15,2,12,74.2,350,299,85,62,9,5,9,50,43,43,3,70,3,2,3,2,0,0,6,0,0,1370,73,71,13,2,74.66666666666667
1803,Juan Pineda,Arizona Diamondbacks,70,0,4,5,80.1,349,307,71,46,11,5,9,39,38,33,0,81,6,0,3,4,0,0,3,29,11,1350,59,97,2,1,80.33333333333331
58219,Leonel Curral,Texas Rangers,37,2,2,2,80.0,348,324,95,64,17,1,13,49,48,15,0,55,6,1,2,5,1,0,5,30,10,1266,82,93,7,3,80.0
64498,Gordie Neikirk,Washington Nationals,19,12,3,4,75.1,348,299,91,55,23,2,11,62,62,38,0,82,4,1,5,3,1,1,9,5,3,1343,53,79,5,0,75.33333333333331
58166,Jimmy Goldsmith,Nashville Stars,85,0,6,6,82.0,344,297,64,37,13,3,11,42,42,39,3,88,7,0,1,1,1,0,8,38,9,1321,73,73,7,3,82.0
62295,Chad Klee,Boston Red Sox,68,0,2,4,76.1,344,286,66,44,14,0,8,38,36,54,2,83,2,1,1,4,0,0,5,34,6,1436,50,87,6,0,76.33333333333331
65572,Josh Hoops,Boston Red Sox,62,2,3,3,81.1,343,303,70,39,14,1,16,43,42,32,3,95,5,0,2,3,0,1,5,50,17,1362,62,78,4,1,81.33333333333331
64193,Manny Villarreal,Seattle Mariners,75,0,5,8,85.1,343,319,73,49,11,0,13,34,30,19,2,94,1,2,1,3,1,1,10,37,5,1328,69,79,8,1,85.33333333333331
62440,Mike Barger,Arizona Diamondbacks,45,1,4,3,83.1,342,317,80,46,14,2,18,53,53,22,0,79,0,0,3,1,0,0,12,36,11,1290,78,78,2,2,83.33333333333331
